A,B,C,D
-156.12,-121.4,-124.04,-102.94
-98.46,-53.95,-47.41,-38.3
-130.72,-97.2,55.39,4.96
-179.34,-146.37,-99.03,-97.29
-119.57,-69.81,-97.15,-71.94
-111.06,-72.57,43.65,5.98
-167.49,-131.53,-33.86,-60.23
-128.22,-90.2,-135.66,-96.73
-83.42,-45.37,15.79,3.87
-158.22,-116.68,10.46,-32.04
-160.47,-117.87,-138.12,-115.18
-81.93,-39.06,-50.67,-28.17
-122.36,-87.69,48.92,4.21
-151.11,-119.01,-91.11,-86.17
-100.06,-49.58,-100.76,-67.68
-100.82,-62.02,49.3,12.18
-165.09,-135.38,-42.62,-59.51
-128.99,-85.94,-137.39,-94.8
-76.98,-36.81,19.97,13.45
-135.75,-106.82,28.79,0.29
-150.2,-105.85,-116.43,-79.44
-84.58,-45.91,-39.85,-15.77
-120.31,-91.08,57.64,12.67
-162.47,-129.85,-99.3,-100.84
-108.19,-60.37,-101.27,-75.07
-110.5,-70,40.42,-2.36
-172.18,-136.32,-37.03,-65.91
-130.93,-83.02,-136.34,-97.51
-83.43,-36.32,17.81,6.48
-134.73,-103.66,15.62,-26.82
-137.62,-104.49,-126.91,-98.65
-82.41,-42.91,-48.76,-33.76
-120.67,-90.65,50.51,-1.58
-164.8,-124.64,-98.77,-93.48
-96.19,-48.9,-98.33,-62.43
-82.21,-48.88,39.64,14.44
-152.28,-131.3,-34.96,-56.74
-121.43,-78.16,-133.81,-95.36
-86.85,-50.18,22.86,10
-153.42,-115.45,21.78,-25.33
-130.06,-80.85,-123.26,-105.27
-73.87,-17.06,-42.75,-35.38
-105.22,-70.62,62.85,5.97
-138,-103.99,-94.34,-97.57
-75.49,-22.32,-99.32,-64.32
-82.01,-35.27,47,8.58
-160.32,-113.89,-32.64,-62.16
-119.55,-63.78,-131.29,-98.5
-76.35,-25.44,20.02,1.21
-144.3,-97.03,24.44,-22.01
-151.54,-104.1,-124.14,-107.6
-75.59,-24.83,-40.27,-36.42
-112.51,-75.14,55.24,1.56
-152.13,-119.79,-92.46,-99.64
-88.57,-37.18,-97.77,-60.81
-78.38,-40,56.95,22.95
-146.89,-107.93,-27.92,-50.76
-118.9,-69.66,-130.93,-86.39
-70.2,-24.21,17.81,17.44
-133.17,-92.97,21.06,-1.7
-143.19,-93.46,-127.31,-82.76
-67.46,-14.67,-47.07,-8.33
-107.9,-65.69,58.12,28.7
-158.2,-110.41,-95.31,-70.64
-89.5,-31.24,-92.01,-42.99
-83.29,-39.24,57.02,39.89
-150.16,-93.98,-27.24,-35.25
-112.7,-52.11,-129.55,-74.99
-75.42,-11.6,20.96,12.18
-137.63,-71.76,21.01,-8.72
-142.92,-70.04,-120.65,-85.46
-75.57,-4.34,-38.73,-21.4
-124.97,-70.89,60.49,21.33
-175.61,-119.87,-92.07,-80.69
-86.35,-26.75,-89.49,-47.36
-80.57,-17.26,54.24,28.37
-156.44,-92.51,-31.93,-40.97
-117.71,-47.78,-135.86,-82.75
-68.76,-11.48,21.29,16.4
-136.96,-92.27,18.67,-4.93
-155.93,-87.91,-125.29,-92.04
-117.22,-28.48,-48.97,-34.58
-154.14,-83.28,54.52,15.82
-151.82,-96.83,-88.54,-87.18
-66.16,-19.36,-85.2,-55.69
-107.88,-62.58,50.51,12.55
-208.3,-179.35,-31.33,-56.86
-135.66,-57.65,-129.15,-95.81
-101.99,-54.01,23.58,2.7
-249.84,-160.8,17.72,-35.62
-289.8,-202.7,-127.9,-101.07
-93.24,-33.67,-35.91,-23.2
-101.52,-59.71,59.86,10.34
-349.01,-301.13,-107.73,-96.79
-187.95,-199.79,-86.43,-41.62
-383.47,-413.13,45.57,17.74
-241.31,-373.12,-74.61,-36.05
12.55,-213.9,-119.82,-62.3
-225.82,-364.75,19.38,14.83
-430.87,-158.3,48.06,-9.17
-103.13,7.51,-126.77,-85.6
-453.3,-67.38,-80.8,-12.95
-296.63,104.62,70.69,28.03
-508.78,-41.3,-110.77,-105.12
-416.08,425.77,-35.34,0.99
-84.43,910.07,119.68,92.38
-275.26,598.31,-27.49,40.23
-21.69,416.73,-240.81,82.94
-176.15,743.16,88.52,324.37
-173.26,731.07,129.67,321.79
-225.99,728.56,-50.76,324.73
-293.13,1015.09,33.79,406.79
-280.74,721.07,149.03,405.74
-349.01,580.87,-23.54,300.65
-265.85,994.46,27.53,317.96
-325.35,1072.33,196.69,367.23
-27.87,1378.2,97.38,219.21
-635.05,1355.82,-16.3,147.28
31.57,1603.04,135.43,219.72
-83.5,1931.78,105.85,117.78
-99.9,2178.48,-40.93,6.49
41.62,2396.69,6.88,51.17
17.44,2596.69,113.61,-0.24
16.66,2688.57,-41.85,-84.27
23.01,3271.98,-38.66,-19.33
172.4,3553.13,161.59,7.91
-119.23,3394.5,-0.8,-72.92
73.12,3346.43,-6.9,-76.11
71.09,3147.3,81.34,-45.64
-33.98,3214.12,94.76,-42.57
350.44,3618.96,-19.86,-103.59
169.85,3261.18,36.97,-27.72
1.49,3052,150.28,-57.17
169.01,3220.25,5.42,-156.46
97.66,2921.53,-17.46,-121
42.67,2992.09,137.42,-45.51
102.31,3135.8,75.16,-105.5
259.36,3027.93,-52.09,-131.27
270.05,3001.03,133.86,-99.67
150.6,2850.6,129.26,-113.09
107.03,2758.72,-14.81,-166.45
173.86,2780.22,67.21,-90.47
133.58,2707.04,156.31,-61.69
75.56,2603.11,19.46,-146.88
141.4,2599.91,36.15,-48.19
140.6,2291.95,174.81,-49.51
72.14,2056.01,80.04,-130.17
108.07,1914.65,-44.53,-127.61
166.19,1464,118.79,-17.91
121.17,765.36,87.09,-78.41
126.39,424.53,-32.96,-137.04
227.64,94.45,62.53,-27.46
206.77,-296.33,156.81,13.76
162.63,-379.55,13.56,-112.99
236.92,-340.81,5.05,-54.24
268.07,-364.77,186.66,14.24
198.76,-471.99,106.19,-45.22
244.66,-429.78,5.98,-94.57
301.74,-395.14,163.45,-22.82
242.09,-494.81,166.98,-56.19
237.68,-506.88,-21.85,-161.18
326.54,-465.4,58.8,-133.63
304.66,-541.56,158.65,-120.31
258.54,-619.31,-46.75,-215.81
348.71,-580.4,-66.15,-197.63
364.13,-606.11,95,-126.85
292.59,-712.04,30.03,-197.33
327.18,-686.33,-80.98,-236.52
392.34,-633.28,86.15,-106.85
330.09,-703.87,119.55,-98.31
340.04,-715.13,-19.14,-140.69
405.89,-643.09,64.66,-81.14
362.83,-689.13,160.12,-30.24
289.67,-765.43,-38.47,-169
329.55,-703,-112.54,-179.15
338.11,-690.04,77.87,-93.1
266.24,-776.22,-11.55,-163
294.62,-726.99,-112.09,-199.7
339.25,-696.12,36.48,-75.78
283.56,-769.73,36.5,-84.92
264.57,-774.66,-129.26,-168.11
325.19,-704.05,-52.34,-98.94
280.79,-768.19,53.88,-53.06
222.18,-818.52,-99.43,-157.02
291.6,-722.4,-94.48,-121.06
279.13,-725.8,64.4,-46.35
207.93,-795.77,-13.43,-103.48
227.08,-753.63,-125.73,-139.77
271.13,-691.71,18.42,-51.4
210.95,-750.52,34.59,-67.2
190.76,-751.55,-123.12,-153.49
249.85,-675.34,-51.61,-76.25
201.17,-727.23,50.71,-34.93
152.21,-762.93,-100.83,-131.58
201.25,-690.6,-116.59,-109.13
208.77,-681.45,36.12,-13.27
128.83,-753.39,-53.2,-89.47
155.96,-702.77,-174.48,-136.74
198.35,-655.35,-10.01,-35.81
130.78,-729.39,-0.69,-63.95
111.85,-726.23,-165.37,-142.25
186.43,-634.75,-74.05,-67.89
149.87,-663.58,35.27,-24.35
91.39,-713.25,-124.4,-128.06
151.11,-643.15,-134.16,-107.62
162.01,-637.79,24.51,-14.84
92.35,-710.61,-49.17,-70.35
109.78,-666.38,-162.41,-115.96
162.42,-600.01,-10.87,-11.65
85.87,-678.74,1.1,-28.66
64.66,-681.32,-157.15,-113.54
136.66,-587.73,-79.69,-39.08
99.6,-619.06,35.71,5.91
44.44,-661.09,-124.29,-94.38
103.44,-581.71,-125.8,-63.16
99.22,-572.45,35.21,23.35
3,-658.77,-48.03,-60.37
41.6,-614.9,-150.6,-99.4
95.7,-563.57,-3.34,2.01
22.62,-629.54,11.36,-12.87
-1.71,-618.26,-145.65,-124.28
67.82,-534.18,-59.47,-40.02
16.14,-582.37,50.88,-1.62
-42.36,-626.95,-101.93,-110.17
27.47,-545.73,-120.1,-83.59
26.18,-536.85,30.98,-0.81
-37.66,-608.03,-41.64,-58.5
-0.93,-551.08,-149.48,-103.35
34.91,-509.45,-14.74,-15.74
-30.76,-570.94,0.7,-32.51
-48.9,-580.14,-157.53,-116.03
25.55,-499.61,-79.18,-41.89
-6.15,-522.68,47.14,10.8
-73.87,-580.86,-115.34,-105.76
-3.68,-491.39,-118.2,-71
3.2,-487.95,29.43,12.79
-80.28,-566.52,-52.35,-67.94
-41.86,-504.83,-155.43,-101.35
1.8,-457.23,-7.34,-0.33
-69.64,-522.19,0.7,-29.87
-83.97,-529.29,-159.14,-124.44
-13.88,-432.05,-71.98,-39.89
-54.28,-478.25,40.19,2.93
-107.64,-514.82,-114.6,-97.85
-50.7,-442.54,-136.14,-82.99
-39.28,-423.95,34.13,15.68
-106.85,-496.56,-47.77,-52.61
-83.66,-450.29,-156.41,-108.95
-31.19,-395.84,-8.08,-13.13
-100.95,-467.29,8.36,-34.78
-115.69,-465.96,-148.75,-118.86
-43.6,-383.63,-75.19,-51.36
-82.59,-415.3,40.71,-11.46
-132.86,-465.05,-111.07,-115.46
-75.65,-408.88,-117.25,-91.88
-66.04,-372.32,44.19,-3.31
-139.74,-424.15,-38.19,-78.35
-94.91,-376.84,-139.49,-117.66
-46.74,-324.71,8.89,-17.78
-125.05,-396.75,20.24,-47.71
-126.17,-372.15,-117.61,-108.65
-70.3,-320.29,-51.72,-50.68
-98.4,-362.07,57.83,9.52
-138.93,-387.88,-96.29,-97.84
-86.33,-309.91,-114.58,-90.4
-79.67,-311.29,37.89,-9.65
-152.33,-381.72,-40.37,-75.97
-117.55,-336.24,-151.97,-118.38
-66.55,-269.04,4,-10.95
-135.94,-346.43,6.66,-37.15
-149.04,-349.85,-152.56,-132.15
-65.75,-255.8,-62.63,-49.76
-119.23,-314.67,28.27,-25.99
-162.77,-346.37,-114.75,-117.43
-93.94,-252.92,-123.23,-103.06
-84.27,-254.46,28.54,-26.75
-147.88,-318.57,-35.14,-87.03
-136.86,-293.72,-162.91,-136.66
-61.9,-222.31,10.46,-18.07
-146.33,-294.75,15.43,-41.26
-164.07,-295.53,-138.93,-116.49
-73.93,-216.28,-52.44,-38.52
-114.73,-257.32,53.62,-1.2
-161.85,-284.39,-91.15,-88.62
-102.3,-220.43,-115.3,-72.02
-105.12,-222.54,42.92,13.47
-170.23,-293.72,-28.54,-54.08
-135.72,-249.28,-150.59,-98.57
-98.16,-206.52,-0.47,-1.14
-156.45,-280.5,23.48,-8.17
-173.79,-288.01,-130.6,-92.42
-102.25,-203.57,-50.29,-15.24
-130.75,-240.35,53.67,32.8
-176.71,-291.64,-99.43,-59.46
-119.97,-222.81,-113.97,-44.31
-118.61,-223.35,36.81,56.41
-187.4,-288.57,-35.87,-4.22
-153.54,-251.2,-157.85,-27.44
-102.12,-197.22,-9.36,44.88
-172.36,-284.25,2.91,27.08
-168.56,-281.55,-157.58,-61.95
-101.18,-189,-81.6,10.38
-148.65,-219.49,20.11,45.53
-209.71,-278.75,-132.8,-51.68
-139.53,-201.16,-128.08,-25.05
-100.7,-195.16,21.66,38.04
-156.37,-261.73,-43.77,-30.37
-138.52,-225.45,-163.42,-94.14
-88.09,-175.35,-5.19,-0.96
-168.9,-246.97,19.88,-35.43
-183.13,-253.26,-134.27,-137.88
-93.14,-157.62,-41.22,-61.06
-160.54,-220.75,48.92,-41.51
-190.44,-262.57,-85.13,-138.37
-93.37,-170.47,-94.97,-113.75
-91.15,-164.83,59.94,-25.58
-175.44,-244.06,-34.64,-104.44
-149.78,-186.4,-143.97,-138.2
-114.97,-142.46, ,
